respondent_id,trip_id,product_id,price,brand_strength,quality_score,group,choice
0,0,13,2.9110519961044856,0.9488855372533332,4.579309401710596,0,0
0,0,5,2.403950683025824,0.7851759613930136,3.650089137415928,0,0
0,0,7,8.795585311974417,0.5142344384136116,3.0802720847112433,0,0
0,0,10,1.185260448662222,0.6075448519014384,4.878338511058234,0,1
0,0,12,8.491983767203795,0.06505159298527952,4.757995766256757,0,0
0,1,0,4.370861069626263,0.6118528947223795,1.4881529393791153,0,0
0,1,3,6.387926357773329,0.3663618432936917,4.637281608315128,0,0
0,1,5,2.403950683025824,0.7851759613930136,3.650089137415928,0,0
0,1,13,2.9110519961044856,0.9488855372533332,4.579309401710596,0,1
0,1,7,8.795585311974417,0.5142344384136116,3.0802720847112433,0,0
0,2,1,9.556428757689245,0.13949386065204183,2.9807076404450807,0,0
0,2,19,3.6210622617823773,0.4401524937396013,2.3013213230530574,0,0
0,2,12,8.491983767203795,0.06505159298527952,4.757995766256757,0,0
0,2,0,4.370861069626263,0.6118528947223795,1.4881529393791153,0,0
0,2,15,2.650640588680904,0.8083973481164611,4.687496940092467,0,1
0,3,18,4.887505167779042,0.6842330265121569,1.1809091556421523,0,0
0,3,9,7.372653200164409,0.046450412719997725,1.7394178221021082,0,0
0,3,17,5.72280788469014,0.09767211400638387,1.7839314496765808,0,0
0,3,14,2.636424704863906,0.9656320330745594,3.3915999152443406,0,1
0,3,16,3.7381801866358395,0.3046137691733707,1.353970008207678,0,0
0,4,9,7.372653200164409,0.046450412719997725,1.7394178221021082,0,0
0,4,8,6.41003510568888,0.5924145688620425,3.1868411173731186,0,0
0,4,13,2.9110519961044856,0.9488855372533332,4.579309401710596,0,1
0,4,14,2.636424704863906,0.9656320330745594,3.3915999152443406,0,0
0,4,15,2.650640588680904,0.8083973481164611,4.687496940092467,0,0
0,5,10,1.185260448662222,0.6075448519014384,4.878338511058234,0,1
0,5,8,6.41003510568888,0.5924145688620425,3.1868411173731186,0,0
0,5,1,9.556428757689245,0.13949386065204183,2.9807076404450807,0,0
0,5,9,7.372653200164409,0.046450412719997725,1.7394178221021082,0,0
0,5,0,4.370861069626263,0.6118528947223795,1.4881529393791153,0,0
0,6,2,7.587945476302646,0.29214464853521815,1.1375540844608736,0,0
0,6,10,1.185260448662222,0.6075448519014384,4.878338511058234,0,1
0,6,13,2.9110519961044856,0.9488855372533332,4.579309401710596,0,0
0,6,8,6.41003510568888,0.5924145688620425,3.1868411173731186,0,0
0,6,9,7.372653200164409,0.046450412719997725,1.7394178221021082,0,0
0,7,8,6.41003510568888,0.5924145688620425,3.1868411173731186,0,0
0,7,12,8.491983767203795,0.06505159298527952,4.757995766256757,0,0
0,7,9,7.372653200164409,0.046450412719997725,1.7394178221021082,0,0
0,7,14,2.636424704863906,0.9656320330745594,3.3915999152443406,0,1
0,7,19,3.6210622617823773,0.4401524937396013,2.3013213230530574,0,0
0,8,7,8.795585311974417,0.5142344384136116,3.0802720847112433,0,0
0,8,0,4.370861069626263,0.6118528947223795,1.4881529393791153,0,0
0,8,11,9.72918866945795,0.17052412368729153,4.100531293444458,0,0
0,8,14,2.636424704863906,0.9656320330745594,3.3915999152443406,0,1
0,8,18,4.887505167779042,0.6842330265121569,1.1809091556421523,0,0
0,9,9,7.372653200164409,0.046450412719997725,1.7394178221021082,0,0
0,9,11,9.72918866945795,0.17052412368729153,4.100531293444458,0,0
0,9,6,1.5227525095137953,0.19967378215835974,2.246844304357644,0,1
0,9,1,9.556428757689245,0.13949386065204183,2.9807076404450807,0,0
0,9,7,8.795585311974417,0.5142344384136116,3.0802720847112433,0,0
1,0,0,4.370861069626263,0.6118528947223795,1.4881529393791153,0,0
1,0,13,2.9110519961044856,0.9488855372533332,4.579309401710596,0,0
1,0,9,7.372653200164409,0.046450412719997725,1.7394178221021082,0,0
1,0,10,1.185260448662222,0.6075448519014384,4.878338511058234,0,1
1,0,4,2.4041677639819286,0.45606998421703593,2.0351199264000677,0,0
1,1,5,2.403950683025824,0.7851759613930136,3.650089137415928,0,1
1,1,1,9.556428757689245,0.13949386065204183,2.9807076404450807,0,0
1,1,9,7.372653200164409,0.046450412719997725,1.7394178221021082,0,0
1,1,11,9.72918866945795,0.17052412368729153,4.100531293444458,0,0
1,1,19,3.6210622617823773,0.4401524937396013,2.3013213230530574,0,0
1,2,0,4.370861069626263,0.6118528947223795,1.4881529393791153,0,0
1,2,12,8.491983767203795,0.06505159298527952,4.757995766256757,0,0
1,2,11,9.72918866945795,0.17052412368729153,4.100531293444458,0,0
1,2,15,2.650640588680904,0.8083973481164611,4.687496940092467,0,1
1,2,8,6.41003510568888,0.5924145688620425,3.1868411173731186,0,0
1,3,7,8.795585311974417,0.5142344384136116,3.0802720847112433,0,0
1,3,19,3.6210622617823773,0.4401524937396013,2.3013213230530574,0,0
1,3,2,7.587945476302646,0.29214464853521815,1.1375540844608736,0,0
1,3,18,4.887505167779042,0.6842330265121569,1.1809091556421523,0,0
1,3,3,6.387926357773329,0.3663618432936917,4.637281608315128,0,1
1,4,12,8.491983767203795,0.06505159298527952,4.757995766256757,0,0
1,4,13,2.9110519961044856,0.9488855372533332,4.579309401710596,0,0
1,4,6,1.5227525095137953,0.19967378215835974,2.246844304357644,0,0
1,4,10,1.185260448662222,0.6075448519014384,4.878338511058234,0,1
1,4,9,7.372653200164409,0.046450412719997725,1.7394178221021082,0,0
1,5,3,6.387926357773329,0.3663618432936917,4.637281608315128,0,0
1,5,8,6.41003510568888,0.5924145688620425,3.1868411173731186,0,0
1,5,10,1.185260448662222,0.6075448519014384,4.878338511058234,0,1
1,5,13,2.9110519961044856,0.9488855372533332,4.579309401710596,0,0
1,5,16,3.7381801866358395,0.3046137691733707,1.353970008207678,0,0
1,6,5,2.403950683025824,0.7851759613930136,3.650089137415928,0,0
1,6,1,9.556428757689245,0.13949386065204183,2.9807076404450807,0,0
1,6,3,6.387926357773329,0.3663618432936917,4.637281608315128,0,0
1,6,16,3.7381801866358395,0.3046137691733707,1.353970008207678,0,0
1,6,10,1.185260448662222,0.6075448519014384,4.878338511058234,0,1
1,7,0,4.370861069626263,0.6118528947223795,1.4881529393791153,0,0
1,7,18,4.887505167779042,0.6842330265121569,1.1809091556421523,0,1
1,7,12,8.491983767203795,0.06505159298527952,4.757995766256757,0,0
1,7,7,8.795585311974417,0.5142344384136116,3.0802720847112433,0,0
1,7,1,9.556428757689245,0.13949386065204183,2.9807076404450807,0,0
1,8,12,8.491983767203795,0.06505159298527952,4.757995766256757,0,0
1,8,9,7.372653200164409,0.046450412719997725,1.7394178221021082,0,0
1,8,6,1.5227525095137953,0.19967378215835974,2.246844304357644,0,0
1,8,4,2.4041677639819286,0.45606998421703593,2.0351199264000677,0,0
1,8,5,2.403950683025824,0.7851759613930136,3.650089137415928,0,1
1,9,4,2.4041677639819286,0.45606998421703593,2.0351199264000677,0,0
1,9,5,2.403950683025824,0.7851759613930136,3.650089137415928,0,1
1,9,3,6.387926357773329,0.3663618432936917,4.637281608315128,0,0
1,9,8,6.41003510568888,0.5924145688620425,3.1868411173731186,0,0
1,9,2,7.587945476302646,0.29214464853521815,1.1375540844608736,0,0
2,0,17,5.72280788469014,0.09767211400638387,1.7839314496765808,1,0
2,0,3,6.387926357773329,0.3663618432936917,4.637281608315128,1,0
2,0,12,8.491983767203795,0.06505159298527952,4.757995766256757,1,0
2,0,15,2.650640588680904,0.8083973481164611,4.687496940092467,1,1
2,0,5,2.403950683025824,0.7851759613930136,3.650089137415928,1,0
2,1,9,7.372653200164409,0.046450412719997725,1.7394178221021082,1,0
2,1,0,4.370861069626263,0.6118528947223795,1.4881529393791153,1,0
2,1,19,3.6210622617823773,0.4401524937396013,2.3013213230530574,1,0
2,1,2,7.587945476302646,0.29214464853521815,1.1375540844608736,1,0
2,1,3,6.387926357773329,0.3663618432936917,4.637281608315128,1,1
2,2,19,3.6210622617823773,0.4401524937396013,2.3013213230530574,1,0
2,2,13,2.9110519961044856,0.9488855372533332,4.579309401710596,1,1
2,2,1,9.556428757689245,0.13949386065204183,2.9807076404450807,1,0
2,2,17,5.72280788469014,0.09767211400638387,1.7839314496765808,1,0
